P,V,A
-55.68,-0.09,-0.07
-55.84,-0.21,-0.11
-55.69,-0.10,-0.06
-55.60,-0.03,-0.03
-55.52,0.03,-0.00
-55.31,0.17,0.06
-55.41,0.09,0.02
-55.19,0.24,0.08
-55.22,0.21,0.06
-55.18,0.22,0.07
-55.19,0.20,0.05
-55.38,0.05,-0.01
-55.17,0.20,0.05
-55.08,0.25,0.07
-55.11,0.20,0.04
-55.26,0.08,-0.01
-55.33,0.03,-0.03
-55.08,0.20,0.04
-55.13,0.15,0.02
-54.97,0.24,0.06
-54.82,0.33,0.09
-54.34,0.65,0.22
-54.52,0.48,0.13
-54.66,0.36,0.07
-54.61,0.36,0.07
-54.60,0.34,0.06
-54.46,0.41,0.08
-54.61,0.28,0.02
-54.55,0.29,0.03
-54.42,0.36,0.05
-54.33,0.39,0.06
-54.31,0.37,0.05
-54.25,0.38,0.05
-54.49,0.18,-0.03
-54.54,0.12,-0.06
-54.54,0.10,-0.06
-54.54,0.08,-0.07
-54.49,0.09,-0.06
-54.51,0.06,-0.07
-54.76,-0.13,-0.14
-54.81,-0.17,-0.15
-54.63,-0.05,-0.09
-54.53,0.02,-0.06
-54.47,0.05,-0.04
-54.31,0.15,0.00
-54.08,0.30,0.06
-54.14,0.23,0.03
-54.36,0.05,-0.04
-54.51,-0.06,-0.09
-55.93,-1.07,-0.50
-57.50,-2.14,-0.91
-57.26,-1.88,-0.75
-57.10,-1.66,-0.61
-56.96,-1.48,-0.50
-56.51,-1.07,-0.30
-56.10,-0.71,-0.13
-57.48,-1.63,-0.50
-57.04,-1.21,-0.30
-58.21,-1.96,-0.59
-57.57,-1.38,-0.31
-57.20,-1.01,-0.14
-56.36,-0.34,0.15
-56.11,-0.10,0.24
-55.53,0.36,0.41
-55.17,0.63,0.50
-56.46,-0.27,0.09
-56.10,0.02,0.21
-55.54,0.44,0.37
-56.63,-0.32,0.03
-56.23,0.00,0.16
-57.31,-0.74,-0.16
-58.46,-1.50,-0.46
-57.88,-0.99,-0.22
-57.14,-0.39,0.04
-56.55,0.07,0.23
-57.62,-0.66,-0.09
-58.52,-1.24,-0.32
-59.42,-1.79,-0.53
-58.66,-1.14,-0.22
-59.49,-1.64,-0.42
-60.02,-1.90,-0.50
-60.62,-2.19,-0.59
-59.45,-1.21,-0.15
-60.18,-1.62,-0.31
-60.69,-1.85,-0.38
-61.09,-2.00,-0.42
-61.56,-2.18,-0.47
-61.87,-2.23,-0.46
-62.09,-2.21,-0.43
-62.46,-2.30,-0.44
-62.31,-2.02,-0.29
-62.45,-1.94,-0.24
-62.56,-1.85,-0.19
-61.15,-0.68,0.31
-61.27,-0.64,0.31
-61.37,-0.60,0.30
-61.52,-0.60,0.28
-61.71,-0.63,0.25
-61.63,-0.47,0.30
-60.29,0.57,0.72
-60.41,0.53,0.65
-60.46,0.53,0.61
-60.41,0.59,0.60
-60.41,0.62,0.58
-60.53,0.55,0.51
-60.74,0.41,0.42
-61.01,0.24,0.32
-61.29,0.06,0.23
-61.29,0.09,0.23
-61.25,0.14,0.23
-61.39,0.06,0.19
-61.11,0.28,0.26
-61.24,0.20,0.22
-61.18,0.25,0.22
-61.01,0.37,0.26
-61.11,0.30,0.21
-60.87,0.47,0.27
-60.74,0.55,0.29
-60.82,0.47,0.24
-60.75,0.50,0.24
-60.77,0.48,0.21
-60.71,0.50,0.20
-61.03,0.24,0.09
-61.06,0.21,0.07
-60.95,0.27,0.09
-61.09,0.16,0.04
-61.12,0.12,0.02
-61.15,0.09,0.01
-61.16,0.08,0.00
-61.18,0.06,-0.01
-60.94,0.22,0.06
-60.90,0.23,0.06
-61.25,-0.03,-0.05
-61.01,0.14,0.02
-60.99,0.14,0.02
-60.98,0.13,0.02
-62.55,-0.99,-0.45
-62.26,-0.74,-0.32
-62.07,-0.58,-0.23
-61.77,-0.33,-0.12
-61.60,-0.20,-0.05
-61.51,-0.12,-0.02
-61.38,-0.02,0.03
-61.32,0.03,0.05
-61.08,0.21,0.12
-61.01,0.25,0.13
-60.99,0.25,0.12
-61.14,0.14,0.06
-61.26,0.05,0.02
-61.43,-0.08,-0.03
-61.27,0.04,0.02
-61.36,-0.02,-0.01
-61.32,0.01,0.01
-61.44,-0.08,-0.03
-61.29,0.03,0.02
-61.02,0.22,0.10
-60.96,0.25,0.10
-60.89,0.29,0.11
-61.03,0.18,0.06
-60.95,0.22,0.07
-60.86,0.27,0.09
-60.83,0.28,0.09
-60.68,0.36,0.12
-60.66,0.36,0.11
-60.43,0.50,0.16
-60.43,0.47,0.13
-60.53,0.37,0.09
-60.88,0.09,-0.03
-60.84,0.11,-0.03
-60.82,0.10,-0.03
-61.10,-0.11,-0.11
-61.31,-0.26,-0.17
-61.35,-0.29,-0.17
-61.59,-0.45,-0.23
-61.69,-0.50,-0.23
-61.47,-0.33,-0.15
-61.41,-0.27,-0.11
-61.62,-0.41,-0.16
-61.46,-0.27,-0.10
-61.53,-0.31,-0.11
-61.74,-0.44,-0.15
-61.76,-0.43,-0.14
-61.91,-0.51,-0.17
-62.03,-0.56,-0.18
-62.00,-0.51,-0.14
-61.94,-0.43,-0.10
-62.03,-0.46,-0.11
-62.19,-0.54,-0.14
-62.14,-0.47,-0.09
-61.98,-0.32,-0.03
-61.75,-0.12,0.05
-61.69,-0.06,0.08
-61.73,-0.07,0.07
-61.67,-0.01,0.09
-61.71,-0.02,0.08
-61.84,-0.10,0.04
-61.87,-0.11,0.03
-62.03,-0.21,-0.01
-61.74,0.02,0.09
-61.79,-0.00,0.07
-61.78,0.01,0.07
-61.90,-0.07,0.04
-61.64,0.13,0.12
-61.65,0.13,0.11
-61.50,0.23,0.15
-61.33,0.35,0.18
-61.47,0.24,0.13
-61.46,0.24,0.12
-61.36,0.31,0.14
-61.71,0.05,0.02
-61.78,-0.01,-0.00
-61.74,0.02,0.01
-61.78,-0.01,-0.00
-61.71,0.04,0.02
-61.59,0.12,0.05
-61.83,-0.05,-0.02
-61.74,0.01,0.00
-61.62,0.10,0.04
-61.80,-0.03,-0.02
-61.91,-0.11,-0.05
-61.76,0.00,0.00
-61.91,-0.11,-0.04
-62.25,-0.34,-0.14
-62.36,-0.41,-0.16
-62.19,-0.26,-0.09
-62.28,-0.31,-0.10
-62.35,-0.34,-0.11
-62.29,-0.28,-0.08
-62.19,-0.19,-0.03
-62.35,-0.29,-0.07
-62.25,-0.20,-0.03
-62.06,-0.04,0.03
-62.10,-0.06,0.03
-62.03,-0.00,0.05
-62.38,-0.24,-0.05
-62.30,-0.17,-0.02
-62.34,-0.18,-0.02
-62.11,-0.00,0.05
-62.30,-0.13,-0.00
-62.40,-0.19,-0.03
-62.27,-0.08,0.02
-62.22,-0.03,0.04
-62.23,-0.03,0.03
-62.35,-0.11,0.00
-62.17,0.03,0.06
-62.09,0.10,0.08
-61.95,0.19,0.12
-61.98,0.17,0.10
-61.85,0.25,0.13
-61.84,0.25,0.12
-61.58,0.43,0.18
-61.58,0.41,0.17
-61.85,0.20,0.07
-61.94,0.12,0.03
-61.97,0.09,0.02
-61.90,0.13,0.03
-62.01,0.05,-0.00
-62.17,-0.07,-0.05
-61.90,0.12,0.03
-61.68,0.27,0.09
-61.47,0.40,0.14
-61.34,0.47,0.16
-61.70,0.19,0.03
-61.71,0.17,0.02
-61.70,0.16,0.02
-61.75,0.11,-0.01
-61.79,0.07,-0.02
-62.54,-0.48,-0.23
-62.68,-0.56,-0.25
-62.96,-0.72,-0.30
-62.68,-0.51,-0.20
-62.35,-0.26,-0.09
-62.40,-0.28,-0.09
-62.21,-0.14,-0.03
-62.37,-0.24,-0.07
-61.83,0.15,0.10
-61.66,0.26,0.13
-61.77,0.18,0.09
-61.40,0.43,0.19
-61.32,0.47,0.20
-61.41,0.38,0.15
-61.06,0.62,0.24
-61.10,0.56,0.20
-60.88,0.68,0.23
-60.93,0.60,0.19
-60.76,0.69,0.21
-60.52,0.82,0.25
-60.38,0.87,0.26
-60.32,0.85,0.23
-60.30,0.81,0.20
-60.10,0.89,0.22
-60.24,0.73,0.14
-60.09,0.77,0.15
-59.91,0.84,0.17
-59.73,0.91,0.19
-59.94,0.69,0.09
-60.02,0.57,0.03
-60.17,0.40,-0.04
-60.09,0.41,-0.03
-60.03,0.40,-0.03
-60.19,0.24,-0.10
-60.04,0.31,-0.06
-59.95,0.33,-0.05
-59.69,0.48,0.01
-59.55,0.52,0.03
-59.59,0.44,-0.00
-59.59,0.40,-0.02
-59.35,0.52,0.03
-59.38,0.45,-0.00
-59.51,0.31,-0.06
-59.19,0.50,0.02
-59.22,0.42,-0.01
-59.27,0.34,-0.04
-59.19,0.36,-0.03
-59.01,0.44,0.00
-58.85,0.50,0.03
-58.79,0.50,0.02
-58.70,0.52,0.03
-60.52,-0.83,-0.53
-62.26,-2.05,-1.00
-63.29,-2.70,-1.21
-64.40,-3.38,-1.42
-63.84,-2.81,-1.09
-64.76,-3.33,-1.24
-65.74,-3.84,-1.37
-66.20,-3.96,-1.34
-66.86,-4.19,-1.35
-67.44,-4.35,-1.33
-68.16,-4.58,-1.35
-68.62,-4.61,-1.27
-68.59,-4.28,-1.06
-68.75,-4.09,-0.91
-68.78,-3.81,-0.74
-68.96,-3.63,-0.62
-69.04,-3.39,-0.48
-68.76,-2.90,-0.25
-68.86,-2.70,-0.15
-68.78,-2.37,-0.00
-68.49,-1.92,0.19
-68.66,-1.81,0.22
-68.60,-1.54,0.32
-68.62,-1.34,0.38
-68.34,-0.95,0.52
-68.19,-0.67,0.60
-68.35,-0.63,0.58
-68.23,-0.39,0.64
-67.76,0.07,0.80
-67.49,0.37,0.87
-67.48,0.47,0.86
-67.39,0.60,0.86
-67.38,0.67,0.83
-67.12,0.90,0.88
-67.00,1.01,0.87
-67.06,0.99,0.80
-66.77,1.20,0.84
-66.44,1.43,0.88
-66.24,1.54,0.88
-66.17,1.55,0.82
-66.12,1.54,0.77
-65.79,1.72,0.80
-65.78,1.65,0.72
-65.74,1.61,0.66
-65.46,1.73,0.67
-65.63,1.52,0.54
-65.65,1.42,0.46
-65.62,1.35,0.41
-65.96,1.03,0.24
-66.07,0.88,0.17
-65.97,0.88,0.16
-65.97,0.81,0.12
-66.02,0.70,0.07
-65.89,0.73,0.07
-65.52,0.92,0.15
-65.23,1.05,0.19
-65.39,0.86,0.10
-65.32,0.83,0.08
-65.23,0.82,0.07
-65.09,0.84,0.08
-65.18,0.70,0.01
