Time[s]	Pressure[Pa]	Alt[m]	Acc_x[G]	Acc_y[G]	Acc_z[G]	Gyro_x[º/s]	Gyro_y[º/s]	Gyro_z[º/s]	Temp_bme[*C]	Temp_imu[*C]
88.76	101703.28	1.04	-0.61	0.78	-0.13	4.82	43.29	13.90	32.71	34.7
88.79	101703.23	1.05	-0.84	0.62	-0.10	7.74	43.78	14.45	32.71	34.7
88.81	101702.28	1.13	-0.98	0.67	-0.09	9.94	34.70	13.17	32.71	34.6
88.83	101702.28	1.13	-0.94	0.76	-0.09	9.51	27.80	3.60	32.70	34.7
88.86	101703.80	1.00	-0.98	0.78	-0.18	10.85	18.72	-3.05	32.70	34.5
88.88	101703.53	1.02	-0.96	0.80	-0.24	9.88	10.00	-3.48	32.70	34.5
88.90	101703.53	1.02	-0.79	0.66	-0.23	12.62	6.65	-3.35	32.70	34.6
88.93	101701.97	1.15	-0.58	0.72	-0.18	15.79	11.83	-3.05	32.70	34.5
88.95	101708.44	0.62	-0.58	0.84	-0.21	14.33	12.13	-3.35	32.71	34.7
88.98	101708.44	0.62	-0.71	0.95	-0.25	12.68	9.27	2.99	32.70	34.6
89.00	101703.36	1.04	-0.68	0.88	-0.25	10.98	9.63	6.46	32.70	34.6
89.02	101703.88	0.99	-0.68	0.84	-0.23	9.76	15.30	5.24	32.70	34.6
89.05	101703.88	0.99	-0.74	0.72	-0.16	9.39	20.55	0.91	32.70	34.4
89.07	101705.37	0.87	-0.74	0.57	-0.12	13.35	15.91	2.80	32.70	34.5
89.09	101706.17	0.80	-0.74	0.65	-0.12	15.18	12.44	-4.57	32.71	34.2
89.12	101706.17	0.80	-0.77	0.83	-0.12	17.62	10.24	1.22	32.70	34.6
89.14	101710.23	0.47	-0.64	0.89	-0.23	12.87	9.15	-2.62	32.70	34.6
89.17	101708.26	0.63	-0.62	0.78	-0.19	11.59	12.93	-2.87	32.71	34.7
89.19	101708.26	0.60	-0.55	0.83	-0.20	9.15	14.82	0.06	32.70	34.5
89.22	101708.67	0.60	-0.61	0.76	-0.21	7.50	13.78	1.28	32.70	34.6
89.24	101704.96	0.90	-0.64	0.87	-0.20	5.67	16.22	3.35	32.71	34.5
89.26	101704.96	0.90	-0.73	0.82	-0.18	7.13	23.48	10.91	32.71	34.3
89.28	101706.88	0.75	-0.84	0.58	-0.05	10.49	22.13	4.27	32.71	34.4
89.31	101715.38	0.04	-0.92	0.65	-0.13	16.52	10.61	-0.98	32.71	34.6
89.33	101715.38	0.04	-0.76	0.80	-0.24	16.28	4.09	-2.93	32.72	34.8
89.36	101709.75	0.51	-0.69	0.88	-0.27	12.26	6.04	-10.06	32.72	34.7
89.38	101708.61	0.60	-0.63	0.91	-0.18	7.80	7.80	-3.90	32.71	34.5
89.40	101708.61	0.60	-0.72	0.80	-0.19	11.46	13.11	-0.12	32.72	34.6
89.42	101711.73	0.34	-0.69	0.75	-0.21	11.40	9.45	-0.30	32.72	34.5
89.45	101713.72	0.18	-0.66	0.78	-0.15	11.28	10.85	2.56	32.73	34.4
89.47	101713.72	0.18	-0.66	0.74	-0.13	13.11	15.18	7.01	32.73	34.4
89.50	101711.21	0.39	-0.70	0.74	-0.18	12.44	15.91	-1.34	32.72	34.5
89.52	101712.17	0.31	-0.60	0.68	-0.17	13.05	16.71	8.84	32.72	34.7
89.55	101712.17	0.31	-0.75	0.77	-0.14	10.00	13.90	8.54	32.73	34.5
89.57	101714.06	0.15	-0.87	0.89	-0.22	13.17	16.04	-0.98	32.73	34.6
89.59	101707.73	0.67	-0.58	0.33	-0.44	24.94	11.95	-7.13	32.72	34.3
89.61	101707.73	0.67	-0.48	1.01	-0.35	14.09	8.35	2.62	32.72	34.4
89.64	101704.27	0.96	-0.59	0.78	-0.13	15.79	7.50	1.89	32.72	34.5
89.66	101701.59	1.18	-0.73	0.74	-0.23	10.79	8.05	3.84	32.72	34.6
89.69	101701.59	1.18	-0.64	0.88	-0.23	12.80	6.34	-8.60	32.72	34.5
89.71	101693.78	1.83	-0.65	0.67	-0.04	10.85	5.12	1.10	32.72	34.5
89.74	101694.03	1.81	-0.80	0.84	-0.33	10.79	1.89	-1.77	32.72	34.5
89.76	101694.03	1.81	-0.76	1.07	-0.46	9.57	7.07	4.33	32.73	34.5
89.78	101686.98	2.40	-0.81	0.64	-0.15	8.17	6.04	-8.41	32.73	34.5
89.81	101681.02	2.89	-0.90	0.54	-0.12	4.09	-12.38	-3.72	32.71	34.6
89.83	101681.02	2.89	-0.70	0.83	-0.30	8.23	-29.33	-1.16	32.72	34.6
89.85	101664.01	4.30	-0.78	0.75	-0.30	9.09	-43.35	-5.55	32.72	34.6
89.88	101653.66	5.16	-1.35	0.71	0.36	16.65	-34.39	8.23	32.70	34.5
89.90	101653.66	5.16	-0.66	0.24	-0.32	5.79	-11.40	-4.88	32.70	34.7
89.93	101691.66	2.01	-0.40	0.59	-0.05	8.90	-2.32	-2.56	32.70	34.6
89.95	101697.03	1.56	-0.62	0.51	-0.04	10.24	6.59	6.65	32.69	34.4
89.97	101697.03	1.56	-0.58	0.68	0.00	13.05	8.41	1.40	32.69	34.6
89.99	101705.77	0.84	-0.69	0.90	-0.08	12.26	12.62	6.95	32.67	34.7
90.02	101705.48	0.86	-0.68	0.92	-0.15	9.39	16.10	9.63	32.65	34.6
90.04	101705.48	0.86	-0.72	0.83	-0.21	5.55	20.85	16.10	32.65	34.5
90.06	101707.48	0.70	-0.87	0.80	-0.23	7.26	15.85	13.11	32.63	34.5
90.09	101707.73	0.67	-0.93	0.78	-0.22	9.57	11.10	3.29	32.63	34.4
90.11	101707.73	0.67	-0.85	0.71	-0.16	12.68	8.23	1.04	32.63	34.6
90.13	101708.25	0.63	-0.86	0.63	-0.15	18.41	3.48	1.59	32.63	34.6
90.16	101708.25	0.51	-0.74	0.75	-0.16	19.39	3.66	-2.68	32.62	34.6
90.18	101709.77	0.51	-0.70	0.74	-0.12	19.51	2.50	-5.43	32.62	34.5
90.20	101708.95	0.57	-0.81	0.76	-0.14	21.95	0.30	-5.37	32.63	34.5
90.23	101708.95	0.57	-0.85	0.69	-0.14	25.91	-2.93	-11.77	32.61	34.6
90.25	101708.91	0.58	-0.79	0.80	-0.17	24.94	-1.71	-7.20	32.61	34.5
90.27	101708.48	0.61	-0.75	0.84	-0.16	22.99	-2.87	-9.94	32.62	34.5
90.30	101708.48	0.61	-0.70	0.85	-0.14	21.10	-2.68	-12.87	32.62	34.6
90.32	101709.88	0.50	-0.71	0.84	-0.18	20.00	-4.09	-13.48	32.62	34.6
90.34	101707.80	0.67	-0.82	0.78	-0.17	19.94	-10.00	-12.50	32.62	34.4
90.36	101707.80	0.67	-0.75	0.77	-0.17	17.74	-12.13	-10.85	32.62	34.5
90.39	101704.32	0.96	-0.78	0.76	-0.14	14.94	-13.35	-8.96	32.62	34.7
90.42	101705.88	0.83	-0.90	0.66	-0.12	14.76	-18.54	-0.37	32.62	34.6
90.44	101705.88	0.83	-0.82	0.77	-0.13	16.22	-25.49	2.74	32.61	34.4
90.46	101703.70	1.01	-0.85	0.73	-0.09	15.73	-28.96	-4.63	32.61	34.5
90.48	101705.09	0.89	-0.72	0.86	-0.08	10.49	-27.74	10.67	32.62	34.6
90.51	101705.09	0.89	-0.81	0.76	-0.09	8.48	-32.50	0.37	32.62	34.5
90.53	101705.95	0.82	-0.68	0.85	-0.11	5.00	-32.80	12.50	32.62	34.4
90.56	101706.34	0.79	-0.77	0.77	-0.04	4.15	-36.52	-0.79	32.63	34.5
90.58	101706.34	0.79	-0.70	0.84	-0.04	0.85	-32.93	9.15	32.63	34.7
90.61	101705.83	0.83	-0.72	0.75	-0.03	0.24	-32.50	-1.10	32.63	34.5
90.63	101701.80	1.17	-0.85	0.76	-0.00	0.18	-33.96	0.30	32.62	34.5
90.65	101701.80	1.17	-0.83	0.79	-0.02	-1.83	-37.26	-1.04	32.62	34.5
90.67	101703.16	1.05	-0.93	0.77	0.03	-2.74	-39.39	-6.04	32.63	34.5
90.69	101706.17	0.80	-0.92	0.80	0.06	-2.44	-40.91	-7.01	32.64	34.6
90.72	101706.17	0.80	-0.95	0.79	0.05	-2.74	-45.37	-6.52	32.64	34.6
90.75	101704.36	0.95	-0.91	0.84	0.06	-6.22	-50.79	-8.78	32.63	34.6
90.78	101702.53	1.11	-0.82	0.87	0.07	-12.01	-55.12	-12.74	32.64	34.5
90.80	101702.53	1.11	-0.82	0.86	0.11	-16.16	-57.74	-13.60	32.64	34.5
90.82	101704.61	0.93	-0.83	0.84	0.12	-20.98	-59.94	-13.90	32.64	34.5
90.84	101702.36	1.12	-0.84	0.79	-0.19	-22.56	-65.79	-15.55	32.64	34.6
90.86	101702.36	1.12	-0.77	0.87	0.15	-26.77	-67.68	-16.71	32.64	34.5
90.89	101705.34	0.87	-0.87	0.81	0.21	-31.40	-72.74	-20.43	32.66	34.6
90.91	101702.53	1.11	-0.86	0.71	0.18	-34.70	-76.65	-16.71	32.65	34.4
90.94	101702.53	1.11	-0.59	0.84	0.25	-40.12	-75.85	-20.06	32.65	34.6
90.96	101703.57	1.02	-0.54	0.78	0.27	-45.55	-72.01	-18.17	32.65	34.3
90.98	101700.49	1.28	-0.46	0.61	0.36	-44.27	-68.66	-15.49	32.66	34.6
91.01	101700.49	1.28	-0.40	0.46	0.42	-41.52	-61.28	-12.93	32.66	34.6
91.03	101700.91	1.24	-0.83	0.57	0.33	-39.27	-67.93	-8.17	32.66	34.5
91.06	101702.47	1.11	-0.60	0.60	0.34	-45.00	-66.77	-5.61	32.66	34.5
91.08	101702.47	1.11	-0.66	0.43	0.40	-38.54	-66.89	-1.83	32.66	34.4
91.10	101698.14	1.47	-0.60	0.66	0.47	-41.71	-71.40	6.40	32.66	34.6
91.13	101699.88	1.33	-0.59	0.66	0.46	-47.50	-71.22	8.84	32.66	34.5
91.15	101699.88	1.33	-0.52	0.60	0.47	-47.13	-69.02	11.59	32.66	34.5
91.17	101697.78	1.50	-0.53	0.64	0.54	-52.50	-65.49	21.10	32.66	34.7
91.20	101698.14	1.47	-0.42	0.33	0.63	-55.91	-63.48	28.29	32.66	34.4
91.22	101698.14	1.47	-0.41	0.37	0.70	-52.87	-60.37	29.39	32.66	34.6
91.25	101699.52	1.36	-0.44	0.32	0.71	-50.43	-59.94	32.87	32.66	34.5
91.27	101699.17	1.38	-0.48	0.37	0.70	-48.05	-61.77	34.94	32.66	34.6
91.30	101699.17	1.38	-0.49	0.25	0.70	-44.39	-61.22	37.80	32.66	34.5
91.32	101696.05	1.64	-0.36	0.16	0.73	-40.00	-62.13	37.26	32.66	34.5
91.34	101702.47	1.11	-0.21	0.26	0.75	-37.01	-58.17	40.73	32.67	34.5
91.37	101702.47	1.11	-0.35	0.19	0.76	-34.70	-58.35	41.77	32.66	34.4
91.39	101696.75	1.59	-0.26	0.33	0.78	-32.62	-55.91	43.35	32.66	34.6
91.41	101693.73	1.84	-0.15	0.35	0.77	-32.50	-50.43	43.23	32.67	34.6
91.44	101693.73	1.84	-0.10	0.36	0.77	-35.43	-45.73	43.96	32.67	34.5
91.46	101701.78	1.17	-0.03	0.26	0.80	-36.16	-41.59	43.84	32.67	34.5
91.48	101700.91	1.24	-0.16	0.22	0.78	-35.55	-41.28	45.49	32.67	34.4
91.51	101700.91	1.24	-0.10	0.25	0.84	-33.90	-38.17	47.68	32.67	34.4
91.53	101697.62	1.51	-0.10	0.30	0.85	-34.57	-36.22	43.90	32.67	34.4
91.56	101696.40	1.61	-0.01	0.34	0.88	-34.57	-29.21	46.34	32.67	34.6
91.58	101696.40	1.61	-0.03	0.20	0.91	-34.45	-25.37	46.89	32.67	34.2
91.60	101700.56	1.27	-0.08	0.18	0.94	-32.50	-25.91	50.98	32.67	34.6
91.63	101696.92	1.57	-0.08	0.12	0.98	-31.22	-23.17	49.94	32.67	34.6
91.65	101696.92	1.57	-0.08	0.12	0.99	-29.94	-20.30	55.18	32.67	34.5
91.67	101698.59	1.43	-0.12	0.41	1.05	-29.76	-17.62	56.65	32.67	34.5
91.70	101701.20	1.22	-0.12	0.18	1.04	-28.23	-21.22	51.28	32.68	34.5
91.72	101701.20	1.22	-0.18	0.13	1.06	-22.01	-22.20	56.89	32.68	34.5
91.75	101699.42	1.36	0.04	0.01	1.05	-16.65	-19.21	56.34	32.68	34.7
91.77	101696.75	1.59	-0.08	0.09	1.11	-12.38	-17.68	56.65	32.67	34.6
91.79	101696.75	1.59	-0.09	0.14	1.11	-9.76	-19.82	52.38	32.67	34.5
91.82	101701.68	1.18	0.07	0.13	1.04	-5.98	-18.11	49.82	32.68	34.7
91.84	101699.88	1.33	-0.02	0.21	0.98	-4.21	-20.55	46.95	32.67	34.4
91.86	101699.88	1.33	0.04	0.15	0.93	-3.60	-21.22	40.91	32.68	34.4
91.89	101699.42	1.36	0.11	0.11	0.95	-2.68	-17.99	36.04	32.68	34.5
91.91	101701.20	1.22	0.18	0.05	0.96	1.77	-14.57	33.72	32.68	34.6
91.94	101701.20	1.22	0.18	0.14	0.94	3.41	-11.89	26.65	32.68	34.4
91.96	101697.34	1.54	0.22	0.17	1.00	5.73	-10.73	20.98	32.68	34.5
91.98	101702.47	1.11	0.20	0.11	1.05	7.44	-8.90	9.94	32.67	34.7
92.01	101702.47	1.11	0.20	0.08	1.02	10.85	-5.98	8.96	32.68	34.6
92.03	101701.20	1.22	0.26	0.10	0.98	7.01	-3.41	-0.12	32.68	34.5
92.06	101700.68	1.26	0.21	0.13	0.99	3.78	-1.95	-2.74	32.68	34.5
92.08	101700.68	1.26	0.21	0.12	0.97	2.44	1.77	-4.70	32.68	34.5
92.10	101705.12	0.89	0.20	0.12	0.99	0.85	3.35	-8.78	32.69	34.6
92.12	101704.33	0.96	0.19	0.09	1.01	-1.22	4.88	-11.65	32.68	34.6
92.15	101704.33	0.96	0.15	0.06	1.00	-3.78	4.09	-12.87	32.68	34.5
92.17	101706.06	0.81	0.15	0.10	0.95	-4.45	1.59	-15.06	32.68	34.6
92.19	101701.51	1.19	0.07	0.10	0.97	-5.61	-0.37	-16.77	32.68	34.4
92.22	101701.51	1.19	0.08	0.10	1.01	-5.98	-1.40	-16.04	32.68	34.5
92.24	101701.16	1.22	0.19	0.00	1.07	-3.66	1.59	-17.20	32.68	34.6
92.26	101699.88	1.33	0.15	0.12	1.07	-0.06	3.60	-16.04	32.67	34.6
92.29	101699.88	1.33	0.16	0.03	1.01	4.15	4.09	-14.88	32.67	34.4
92.31	101699.08	1.39	0.09	0.06	1.02	7.07	7.80	-11.71	32.68	34.4
92.33	101699.08	1.39	0.19	0.04	1.05	8.48	12.26	-9.33	32.67	34.6
92.36	101700.39	1.28	0.25	0.04	1.01	12.38	15.91	-7.56	32.67	34.6
92.38	101702.12	1.14	0.23	0.01	1.08	16.16	16.04	-3.54	32.67	34.4
92.41	101703.91	0.99	0.16	0.04	1.12	15.06	16.77	-2.26	32.69	34.4
92.43	101703.91	0.99	0.13	0.04	1.13	17.01	16.95	1.83	32.69	34.4
92.45	101703.56	1.02	0.12	0.11	1.14	20.06	21.40	-1.22	32.69	34.4
92.48	101703.56	1.09	0.08	0.07	1.08	20.18	23.66	1.34	32.68	34.6
92.50	101702.77	1.09	0.14	0.11	1.07	20.30	25.98	-1.28	32.68	34.6
92.52	101703.11	1.06	0.09	0.04	1.06	19.21	25.00	1.04	32.68	34.4
92.55	101700.95	1.24	0.02	0.06	1.08	20.00	23.05	1.95	32.69	34.5
92.57	101700.95	1.24	-0.01	0.03	1.08	23.90	17.50	5.18	32.69	34.3
92.60	101700.33	1.29	0.04	0.09	1.09	23.41	12.68	4.09	32.68	34.5
92.62	101699.70	1.34	-0.02	0.11	1.09	23.72	8.72	5.85	32.67	34.6
92.64	101699.70	1.34	-0.00	0.13	1.09	24.21	3.66	7.80	32.67	34.3
92.69	101705.19	0.89	0.11	0.15	1.04	20.00	4.09	5.37	32.68	34.6
92.72	101705.19	0.89	0.11	0.18	1.05	18.78	5.18	4.70	32.68	34.6
92.74	101700.39	1.28	0.07	0.17	1.04	17.62	5.24	4.33	32.67	34.6
92.77	101698.42	1.45	0.09	0.19	1.04	16.65	5.06	2.13	32.68	34.5
92.79	101698.42	1.45	0.16	0.18	1.04	13.90	6.89	2.20	32.68	34.4
92.81	101700.22	1.30	0.13	0.20	1.05	12.01	7.74	3.60	32.67	34.5
92.83	101703.04	1.06	0.17	0.15	1.06	9.15	8.66	4.45	32.69	34.4
92.86	101703.04	1.06	0.16	0.17	1.07	9.15	8.66	-0.61	32.69	34.5
92.88	101701.85	1.16	0.12	0.15	1.04	8.48	10.12	1.40	32.68	34.7
92.90	101701.85	1.16	0.12	0.14	1.03	7.13	10.30	0.43	32.68	34.5
92.92	101704.84	0.91	0.15	0.10	1.03	6.71	11.65	1.10	32.68	34.5
92.95	101704.95	0.91	0.14	0.05	1.04	8.66	12.32	1.65	32.69	34.6
92.97	101704.95	0.91	0.10	0.12	1.02	8.90	12.56	1.16	32.69	34.4
92.99	101701.38	1.20	0.10	0.09	1.02	8.23	12.93	1.65	32.68	34.5
93.02	101701.85	1.16	0.13	0.13	1.02	8.60	13.84	1.65	32.68	34.5
93.04	101701.85	1.16	0.16	0.13	1.01	8.11	14.57	0.30	32.68	34.6
93.06	101703.21	1.05	0.17	0.13	1.02	7.87	16.71	0.85	32.69	34.5
93.08	101703.21	1.01	0.05	0.06	1.01	7.99	16.40	0.37	32.69	34.3
93.11	101703.73	1.01	0.00	0.08	1.00	9.51	12.80	-0.37	32.69	34.5
93.13	101703.56	1.02	-0.01	0.09	1.03	9.21	9.88	1.52	32.69	34.6
93.15	101703.56	1.02	0.03	0.07	1.04	9.88	7.99	2.56	32.68	34.4
93.18	101699.64	1.35	0.09	0.06	1.03	10.98	7.62	3.35	32.68	34.5
93.20	101703.63	1.01	0.16	0.09	1.03	11.28	9.15	1.83	32.68	34.4
93.22	101703.63	1.01	0.13	0.10	1.01	9.88	10.00	0.79	32.68	34.4
93.24	101699.98	1.32	0.09	-0.01	1.02	13.96	10.18	0.18	32.68	34.4
93.27	101697.38	1.53	0.07	0.10	1.03	14.15	10.49	2.93	32.68	34.5
93.29	101697.38	1.53	0.04	0.09	1.03	13.35	9.09	2.26	32.68	34.6
93.31	101701.30	1.21	0.06	0.13	1.01	13.60	7.13	1.83	32.69	34.4
93.33	101699.05	1.40	0.09	0.15	1.02	12.01	7.26	3.29	32.69	34.5
93.36	101699.05	1.40	0.10	0.11	1.02	11.46	7.26	2.38	32.69	34.4
93.38	101699.64	1.35	0.12	0.10	1.02	11.22	8.05	1.83	32.68	34.5
93.40	101699.64	1.35	0.12	0.08	1.01	11.59	9.02	1.59	32.68	34.5
93.42	101699.64	1.35	0.11	0.08	1.02	12.32	9.76	1.16	32.68	34.6
93.45	101698.08	1.48	0.11	0.09	1.02	12.26	10.00	1.28	32.68	34.4
93.47	101698.08	1.48	0.10	0.10	1.02	12.44	10.12	1.28	32.68	34.4
93.50	101701.55	1.19	0.19	0.20	0.98	14.57	9.57	-0.61	32.68	34.5
93.52	101699.59	1.35	0.02	0.11	0.98	14.57	8.66	1.59	32.68	34.7
93.54	101699.59	1.35	0.05	0.09	1.03	14.88	4.33	-0.73	32.68	34.5
93.56	101701.55	1.19	0.00	0.01	1.08	18.41	3.96	4.27	32.69	34.5
93.59	101698.25	1.46	0.06	0.09	1.05	18.41	4.02	7.50	32.68	34.5
93.61	101698.25	1.46	0.11	0.07	1.01	19.02	2.99	6.46	32.68	34.6
93.63	101702.00	1.15	0.12	0.09	1.01	19.15	2.93	2.32	32.69	34.5
93.65	101702.00	1.13	0.14	0.10	1.03	19.15	3.48	3.54	32.69	34.6
93.69	101702.25	1.13	0.15	0.16	1.02	17.99	5.12	4.88	32.68	34.5
93.71	101698.42	1.45	0.17	0.18	1.02	15.79	7.32	2.93	32.68	34.4
93.73	101699.47	1.36	0.16	0.17	1.03	14.82	8.05	0.12	32.68	34.5
93.75	101699.47	1.36	0.14	0.17	1.04	13.48	9.33	0.61	32.68	34.5
93.78	101697.31	1.54	0.14	0.21	1.00	10.06	11.28	1.77	32.69	34.5
93.80	101698.18	1.47	0.13	0.18	1.02	7.87	11.65	0.00	32.69	34.6
93.82	101698.18	1.47	0.12	0.13	1.00	6.46	11.28	-1.46	32.69	34.6
93.84	101697.16	1.55	0.17	0.12	1.02	5.24	14.51	-0.06	32.68	34.5
93.87	101698.60	1.43	0.12	0.13	1.02	5.91	14.70	2.20	32.69	34.6
93.89	101698.60	1.43	0.09	0.08	0.99	6.16	15.91	-0.18	32.69	34.6
93.91	101697.55	1.52	-0.00	-0.00	1.01	9.88	12.80	-2.99	32.68	34.7
93.94	101697.55	1.52	0.09	0.08	1.04	10.12	12.62	2.26	32.69	34.5
93.96	101697.14	1.55	0.02	0.06	1.04	11.22	11.04	2.68	32.69	34.6
93.98	101697.91	1.49	0.07	0.14	1.00	10.12	9.39	1.46	32.68	34.7
94.00	101697.91	1.49	0.12	0.10	1.02	9.94	9.82	2.01	32.68	34.6
94.03	101700.16	1.30	0.10	0.12	1.03	9.51	10.43	1.77	32.68	34.6
94.05	101701.12	1.22	0.08	0.05	1.01	10.85	9.33	0.37	32.69	34.8
94.07	101701.12	1.22	0.07	0.06	1.03	12.13	9.27	2.74	32.69	34.4
94.10	101701.89	1.16	0.07	0.06	1.02	13.90	7.93	1.71	32.68	34.5
94.12	101700.86	1.25	0.11	0.10	1.02	14.33	7.93	2.80	32.68	34.7
94.14	101700.86	1.25	0.12	0.13	1.02	13.48	8.54	1.95	32.68	34.5
94.17	101702.06	1.14	0.13	0.15	1.02	12.38	9.33	1.22	32.68	34.6
94.19	101702.06	1.29	0.13	0.13	1.02	10.85	10.49	1.04	32.68	34.6
94.21	101700.29	1.29	0.10	0.10	1.01	10.73	10.91	0.06	32.68	34.7
94.24	101698.42	1.45	0.07	0.08	1.02	11.04	10.79	0.61	32.68	34.5
94.26	101698.42	1.45	0.06	0.08	1.03	11.59	9.39	1.10	32.69	34.6
94.28	101702.69	1.09	0.04	0.08	1.02	12.93	9.51	2.01	32.69	34.6
94.31	101701.03	1.23	0.09	0.11	1.02	12.68	7.38	2.87	32.68	34.6
94.33	101701.03	1.23	0.07	0.08	1.02	13.23	7.44	2.74	32.69	34.6
94.35	101699.74	1.34	0.12	0.12	1.02	12.44	6.77	1.28	32.69	34.4
94.37	101701.82	1.17	0.14	0.10	1.02	12.38	8.78	2.87	32.69	34.5
94.40	101701.82	1.17	0.13	0.10	1.01	12.93	9.57	1.46	32.69	34.4
94.42	101700.78	1.25	0.11	0.11	1.02	12.38	9.94	1.04	32.69	34.4
94.44	101700.09	1.31	0.10	0.11	1.02	12.07	9.88	1.04	32.69	34.4
94.47	101700.09	1.31	0.10	0.11	1.02	12.07	9.94	0.73	32.69	34.6
94.49	101700.61	1.27	0.09	0.12	1.02	11.34	9.57	1.10	32.69	34.6
94.51	101696.23	1.63	0.09	0.10	1.02	10.98	9.76	1.89	32.67	34.5
94.54	101696.23	1.63	0.10	0.09	1.02	11.28	9.76	0.85	32.67	34.6
94.56	101697.38	1.53	0.11	-0.05	0.85	9.02	12.07	24.76	32.68	34.6
94.58	101697.38	1.45	0.26	-0.34	1.04	32.74	11.71	-2.01	32.68	34.8
94.61	101698.42	1.45	0.32	0.31	1.17	29.45	19.02	3.84	32.68	34.3
94.63	101701.47	1.19	-0.02	0.37	0.97	11.95	20.73	6.34	32.69	34.5
94.66	101701.47	1.19	-0.08	-0.12	0.89	12.80	10.91	-5.61	32.69	34.5
94.68	101701.47	1.19	0.10	-0.09	1.11	23.11	11.59	5.18	32.69	34.4
94.70	101700.91	1.24	0.07	0.04	1.10	24.02	14.82	0.61	32.67	34.4
94.72	101700.91	1.24	0.04	0.03	0.98	28.41	13.84	-0.12	32.69	34.3
94.75	101698.70	1.42	0.05	0.22	0.96	29.94	11.83	-3.48	32.69	34.4
94.77	101699.64	1.35	0.09	0.15	0.97	24.57	13.41	0.06	32.68	34.4
94.80	101699.64	1.35	0.08	0.20	1.02	27.01	12.56	-5.18	32.68	34.5
94.82	101698.59	1.43	-0.01	0.58	1.07	22.20	13.96	-9.33	32.68	34.6
94.84	101699.59	1.35	-0.06	0.45	0.99	10.18	11.46	1.83	32.68	34.7
94.86	101699.59	1.35	-0.04	0.30	1.04	4.27	3.23	-0.67	32.69	34.6
94.89	101703.11	1.06	0.07	0.18	1.09	5.24	4.15	4.76	32.69	34.5
94.91	101699.91	1.32	0.11	0.04	1.08	9.51	5.30	8.54	32.69	34.7
94.93	101699.91	1.32	0.15	0.03	1.02	13.90	8.23	9.51	32.69	34.4
94.96	101699.12	1.39	0.06	0.19	1.01	15.43	9.15	8.84	32.68	34.7
94.98	101699.94	1.32	0.06	0.32	1.02	10.30	6.95	4.21	32.68	34.5
95.01	101699.94	1.32	0.13	0.21	0.98	6.10	8.11	4.33	32.68	34.5
95.03	101698.42	1.45	0.10	0.14	1.01	5.98	8.84	1.46	32.68	34.5
95.05	101699.81	1.33	0.14	0.02	1.03	8.11	10.37	-0.61	32.68	34.7
95.07	101699.81	1.33	0.11	0.03	1.04	12.38	12.32	0.61	32.68	34.4
95.10	101696.92	1.57	0.03	0.11	1.04	14.57	12.13	0.49	32.67	34.6
95.12	101699.39	1.37	0.02	0.19	1.01	13.29	10.18	0.49	32.69	34.6
95.14	101699.39	1.37	0.01	0.22	1.02	10.67	7.44	1.83	32.69	34.6
95.17	101698.73	1.42	0.06	0.17	1.03	9.51	6.40	3.05	32.68	34.6
95.19	101697.21	1.55	0.09	0.15	1.02	8.48	6.59	1.71	32.68	34.5
95.21	101697.21	1.55	0.12	0.13	1.01	8.78	7.80	3.11	32.68	34.4
95.24	101698.55	1.44	0.08	0.13	1.02	9.51	8.60	2.38	32.68	34.7
95.26	101698.55	1.44	0.08	0.13	1.02	8.96	7.93	1.52	32.68	34.6
95.28	101698.94	1.40	0.06	0.13	1.04	9.27	8.23	2.13	32.68	34.3
95.30	101698.03	1.48	0.05	0.14	1.03	9.02	7.26	2.93	32.68	34.4
95.33	101698.03	1.48	0.08	0.12	1.01	8.96	6.28	2.38	32.69	34.5
95.35	101700.86	1.25	0.11	0.09	1.02	9.76	6.95	2.56	32.69	34.5
95.37	101701.55	1.19	0.15	0.06	1.03	11.28	8.78	1.52	32.69	34.5
95.40	101701.55	1.19	0.12	0.08	1.01	12.93	9.88	0.85	32.69	34.5
95.42	101698.25	1.46	0.12	0.11	1.02	13.90	11.22	0.67	32.68	34.4
95.44	101698.53	1.44	0.07	0.15	1.02	14.02	11.22	0.61	32.69	34.6
95.46	101698.53	1.44	0.04	0.16	1.02	12.93	10.67	0.37	32.69	34.6
95.49	101697.79	1.50	0.04	0.15	1.02	12.07	9.39	1.10	32.67	34.5
95.51	101696.34	1.62	0.05	0.12	1.02	11.89	8.41	1.46	32.68	34.6
95.53	101696.34	1.62	0.07	0.12	1.02	12.26	7.68	1.89	32.68	34.4
95.56	101698.42	1.45	0.09	0.13	1.02	12.62	7.68	2.20	32.68	34.6
95.58	101698.42	1.49	0.10	0.15	1.02	12.13	8.60	1.77	32.69	34.7
95.60	101698.70	1.42	0.09	0.16	1.02	11.40	9.09	1.46	32.69	34.6
95.63	101698.77	1.42	0.08	0.15	1.01	10.43	8.96	1.52	32.68	34.5
95.65	101698.77	1.42	0.08	0.12	1.03	10.37	8.60	0.91	32.69	34.6
95.67	101702.69	1.09	0.09	0.09	1.02	10.98	9.09	1.52	32.69	34.7
95.70	101701.20	1.22	0.08	0.09	1.02	12.26	8.72	0.61	32.68	34.6
95.72	101701.20	1.22	0.09	0.10	1.02	13.72	9.39	1.40	32.69	34.6
95.74	101701.65	1.18	0.10	0.12	1.02	14.09	10.55	1.40	32.69	34.5
