P,V,A
-55.92,-0.41,-0.20
-55.85,-0.30,-0.14
-55.74,-0.16,-0.07
-55.97,-0.38,-0.16
-55.70,-0.07,-0.02
-55.54,0.11,0.06
-55.42,0.23,0.11
-55.10,0.54,0.23
-55.31,0.27,0.10
-54.98,0.59,0.23
-55.08,0.42,0.14
-55.06,0.39,0.13
-55.12,0.29,0.07
-55.45,-0.09,-0.09
-55.11,0.27,0.06
-55.00,0.35,0.10
-55.09,0.21,0.03
-55.35,-0.09,-0.10
-55.45,-0.19,-0.14
-55.04,0.25,0.06
-55.15,0.10,-0.01
-54.91,0.33,0.09
-54.70,0.51,0.16
-54.00,1.19,0.44
-54.40,0.64,0.18
-54.67,0.28,0.01
-54.63,0.29,0.02
-54.66,0.21,-0.02
-54.46,0.38,0.06
-54.73,0.05,-0.09
-54.65,0.11,-0.06
-54.45,0.30,0.03
-54.34,0.37,0.05
-54.34,0.32,0.03
-54.27,0.34,0.04
-54.68,-0.13,-0.16
-54.75,-0.20,-0.19
-54.72,-0.16,-0.16
-54.69,-0.14,-0.14
-54.60,-0.04,-0.09
-54.62,-0.06,-0.09
-54.99,-0.45,-0.25
-55.02,-0.45,-0.23
-54.67,-0.05,-0.05
-54.50,0.13,0.03
-54.40,0.22,0.07
-54.16,0.45,0.16
-53.83,0.74,0.27
-53.99,0.50,0.16
-54.38,0.03,-0.05
-54.61,-0.22,-0.16
-56.83,-2.51,-1.12
-59.07,-4.61,-1.94
-58.25,-3.31,-1.27
-57.65,-2.34,-0.77
-57.18,-1.59,-0.40
-56.28,-0.46,0.10
-55.55,0.38,0.45
-57.72,-1.87,-0.53
-56.83,-0.72,-0.01
-58.58,-2.44,-0.74
-57.33,-0.86,-0.02
-56.64,-0.01,0.34
-55.31,1.42,0.93
-55.04,1.62,0.95
-54.29,2.28,1.17
-53.96,2.42,1.16
-56.25,-0.18,-0.02
-55.73,0.39,0.22
-54.93,1.19,0.55
-56.81,-0.88,-0.37
-56.15,-0.11,-0.02
-57.90,-1.91,-0.78
-59.57,-3.46,-1.39
-58.38,-1.87,-0.63
-57.05,-0.28,0.09
-56.10,0.77,0.53
-57.88,-1.14,-0.31
-59.20,-2.37,-0.82
-60.41,-3.38,-1.20
-58.89,-1.43,-0.29
-60.07,-2.47,-0.72
-60.65,-2.79,-0.80
-61.33,-3.17,-0.91
-59.15,-0.54,0.27
-60.23,-1.54,-0.18
-60.85,-1.97,-0.35
-61.29,-2.17,-0.41
-61.81,-2.43,-0.50
-62.06,-2.37,-0.44
-62.15,-2.16,-0.32
-62.51,-2.24,-0.34
-62.06,-1.47,0.01
-62.13,-1.31,0.08
-62.17,-1.13,0.15
-59.83,1.49,1.26
-60.16,1.10,1.01
-60.45,0.77,0.81
-60.79,0.40,0.60
-61.17,0.03,0.40
-61.10,0.15,0.42
-59.06,2.31,1.32
-59.52,1.65,0.95
-59.82,1.21,0.71
-59.93,1.01,0.57
-60.09,0.76,0.43
-60.44,0.34,0.22
-60.87,-0.13,0.01
-61.36,-0.61,-0.20
-61.79,-1.00,-0.35
-61.76,-0.86,-0.26
-61.65,-0.65,-0.16
-61.84,-0.76,-0.20
-61.35,-0.16,0.07
-61.54,-0.32,-0.00
-61.42,-0.15,0.07
-61.14,0.17,0.21
-61.31,0.00,0.12
-60.92,0.42,0.29
-60.74,0.58,0.34
-60.93,0.34,0.22
-60.84,0.41,0.23
-60.89,0.33,0.18
-60.81,0.38,0.19
-61.35,-0.21,-0.07
-61.36,-0.20,-0.06
-61.15,0.04,0.04
-61.36,-0.17,-0.05
-61.37,-0.16,-0.04
-61.37,-0.15,-0.03
-61.35,-0.10,-0.01
-61.34,-0.08,-0.00
-60.94,0.35,0.18
-60.88,0.38,0.18
-61.44,-0.24,-0.09
-61.01,0.23,0.11
-60.98,0.24,0.11
-60.97,0.23,0.10
-63.46,-2.38,-1.02
-62.75,-1.41,-0.54
-62.30,-0.80,-0.24
-61.72,-0.10,0.07
-61.42,0.24,0.21
-61.27,0.39,0.26
-61.08,0.56,0.31
-61.02,0.58,0.30
-60.68,0.88,0.41
-60.65,0.83,0.37
-60.70,0.70,0.29
-61.01,0.31,0.10
-61.24,0.04,-0.02
-61.52,-0.26,-0.15
-61.25,0.04,-0.01
-61.40,-0.13,-0.08
-61.34,-0.05,-0.04
-61.52,-0.24,-0.12
-61.28,0.03,0.00
-60.86,0.46,0.19
-60.81,0.47,0.18
-60.75,0.48,0.17
-61.01,0.15,0.02
-60.92,0.23,0.05
-60.81,0.32,0.09
-60.79,0.30,0.07
-60.60,0.46,0.14
-60.61,0.40,0.10
-60.30,0.67,0.21
-60.37,0.52,0.13
-60.57,0.25,0.01
-61.16,-0.40,-0.27
-61.06,-0.27,-0.20
-61.01,-0.21,-0.16
-61.43,-0.63,-0.33
-61.69,-0.85,-0.40
-61.68,-0.76,-0.33
-61.97,-0.99,-0.41
-62.02,-0.94,-0.37
-61.56,-0.37,-0.10
-61.42,-0.17,-0.01
-61.72,-0.46,-0.13
-61.39,-0.06,0.05
-61.49,-0.15,0.01
-61.78,-0.43,-0.11
-61.76,-0.36,-0.07
-61.96,-0.52,-0.14
-62.07,-0.58,-0.15
-61.97,-0.39,-0.07
-61.83,-0.20,0.02
-61.94,-0.28,-0.02
-62.17,-0.48,-0.10
-62.03,-0.27,-0.00
-61.76,0.05,0.13
-61.40,0.44,0.29
-61.34,0.47,0.28
-61.46,0.31,0.20
-61.40,0.35,0.20
-61.51,0.21,0.13
-61.75,-0.06,0.01
-61.82,-0.12,-0.02
-62.08,-0.37,-0.13
-61.60,0.17,0.11
-61.71,0.05,0.05
-61.72,0.03,0.04
-61.93,-0.18,-0.05
-61.52,0.27,0.14
-61.57,0.19,0.10
-61.37,0.39,0.18
-61.15,0.58,0.25
-61.43,0.23,0.09
-61.46,0.18,0.06
-61.32,0.30,0.11
-61.91,-0.34,-0.18
-62.01,-0.42,-0.20
-61.91,-0.28,-0.12
-61.95,-0.29,-0.12
-61.81,-0.12,-0.04
-61.62,0.10,0.06
-61.99,-0.30,-0.12
-61.83,-0.10,-0.02
-61.62,0.13,0.07
-61.91,-0.18,-0.06
-62.05,-0.31,-0.11
-61.78,0.00,0.03
-62.02,-0.24,-0.08
-62.52,-0.74,-0.29
-62.62,-0.77,-0.28
-62.26,-0.31,-0.07
-62.36,-0.37,-0.09
-62.43,-0.40,-0.10
-62.29,-0.20,-0.01
-62.10,0.02,0.09
-62.34,-0.22,-0.02
-62.15,0.01,0.08
-61.85,0.34,0.22
-61.93,0.23,0.16
-61.84,0.31,0.18
-62.42,-0.32,-0.10
-62.27,-0.13,-0.01
-62.32,-0.16,-0.02
-61.95,0.25,0.15
-62.27,-0.11,-0.01
-62.43,-0.26,-0.07
-62.20,0.01,0.04
-62.13,0.09,0.07
-62.16,0.05,0.06
-62.35,-0.15,-0.03
-62.07,0.17,0.10
-61.96,0.27,0.14
-61.77,0.44,0.20
-61.87,0.30,0.13
-61.71,0.44,0.18
-61.74,0.36,0.14
-61.38,0.70,0.27
-61.45,0.56,0.19
-61.93,-0.01,-0.06
-62.09,-0.18,-0.13
-62.14,-0.22,-0.14
-62.02,-0.08,-0.07
-62.18,-0.25,-0.14
-62.42,-0.47,-0.22
-61.94,0.07,0.02
-61.60,0.42,0.17
-61.31,0.68,0.27
-61.16,0.76,0.29
-61.79,0.03,-0.04
-61.81,-0.01,-0.06
-61.80,-0.00,-0.05
-61.88,-0.09,-0.08
-61.93,-0.14,-0.10
-63.20,-1.36,-0.57
-63.17,-1.22,-0.48
-63.41,-1.34,-0.50
-62.87,-0.73,-0.22
-62.32,-0.14,0.04
-62.37,-0.16,0.03
-62.07,0.15,0.15
-62.30,-0.08,0.05
-61.48,0.76,0.39
-61.29,0.89,0.42
-61.53,0.58,0.27
-61.01,1.05,0.45
-60.98,0.98,0.39
-61.21,0.65,0.23
-60.73,1.07,0.39
-60.90,0.79,0.25
-60.66,0.95,0.30
-60.83,0.66,0.16
-60.64,0.78,0.20
-60.36,0.98,0.27
-60.24,0.99,0.26
-60.26,0.85,0.18
-60.31,0.69,0.10
-60.09,0.83,0.15
-60.38,0.41,-0.03
-60.21,0.53,0.02
-59.98,0.69,0.09
-59.76,0.81,0.13
-60.16,0.29,-0.10
-60.32,0.07,-0.19
-60.57,-0.22,-0.30
-60.41,-0.07,-0.21
-60.30,0.02,-0.16
-60.54,-0.25,-0.27
-60.26,0.05,-0.12
-60.10,0.18,-0.06
-59.68,0.59,0.12
-59.50,0.70,0.16
-59.61,0.50,0.06
-59.63,0.41,0.02
-59.27,0.73,0.16
-59.38,0.52,0.06
-59.61,0.20,-0.08
-59.10,0.69,0.13
-59.20,0.49,0.04
-59.32,0.30,-0.04
-59.20,0.37,-0.01
-58.95,0.57,0.07
-58.75,0.70,0.13
-58.71,0.65,0.10
-58.61,0.66,0.09
-61.55,-2.48,-1.25
-64.06,-4.88,-2.19
-65.20,-5.61,-2.36
-66.40,-6.31,-2.51
-64.86,-4.07,-1.40
-65.87,-4.67,-1.56
-66.89,-5.22,-1.70
-67.05,-4.81,-1.41
-67.55,-4.77,-1.30
-67.92,-4.59,-1.15
-68.53,-4.67,-1.10
-68.75,-4.31,-0.88
-68.22,-3.21,-0.36
-68.09,-2.62,-0.08
-67.85,-1.97,0.20
-67.90,-1.69,0.31
-67.85,-1.33,0.44
-67.27,-0.46,0.78
-67.41,-0.42,0.75
-67.27,-0.11,0.83
-66.87,0.44,1.01
-67.25,0.11,0.81
-67.25,0.21,0.80
-67.41,0.12,0.71
-67.09,0.53,0.84
-67.03,0.63,0.83
-67.47,0.19,0.59
-67.44,0.27,0.59
-66.86,0.91,0.82
-66.64,1.11,0.85
-66.86,0.83,0.68
-66.94,0.70,0.58
-67.11,0.50,0.46
-66.87,0.74,0.53
-66.86,0.70,0.48
-67.13,0.38,0.31
-66.81,0.70,0.43
-66.44,1.04,0.54
-66.29,1.10,0.54
-66.36,0.93,0.43
-66.42,0.79,0.34
-66.02,1.12,0.46
-66.15,0.87,0.33
-66.20,0.73,0.25
-65.84,1.03,0.36
-66.21,0.53,0.12
-66.30,0.37,0.05
-66.28,0.34,0.03
-66.83,-0.28,-0.24
-66.94,-0.39,-0.27
-66.71,-0.12,-0.14
-66.65,-0.06,-0.10
-66.66,-0.08,-0.10
-66.39,0.20,0.02
-65.77,0.82,0.28
-65.32,1.20,0.43
-65.62,0.76,0.22
-65.51,0.78,0.21
-65.38,0.82,0.21
-65.18,0.93,0.25
-65.36,0.64,0.11
